Umfang	ALS	ULS	TLS	Höhe Krone	ALS	ULS	TLS	Höhe Baum	ALS	ULS	TLS	Krone Durchmesser	ALS	ULS	TLS
42.3	50			4.4	15.6							12.9	7.2615423		
42.3		50		4.4		8.400001						12.9		8.312149	
42.3		35.14559		4.4		4.3						12.9		7.9575415	
53.2	50			6.3	7							11.7	10.158869		
53.2		50		6.3		5.9						11.7		10.083064	
53.2		33.980415		6.3		5.8						11.7		9.2541065	
33.4	50			3.5	3.3							12.6	8.48091		
33.4		50		3.5		2.4						12.6		9.138965	
33.4		23.38561		3.5		2						12.6		8.567767	
11.9	50			2.2	5.9			11.5	13.995999			8.7	4.0455623		
11.9		50		2.2		1.9		11.5		13.69775		8.7		5.68917	
11.9		50		2.2		2.6000001		11.5		13.8497505		8.7		4.813678	
48	50			0.8	4.2000003							9.9	8.735998		
48		50		0.8		2.9						9.9		8.673169	
48		38.24592		0.8		2.4						9.9		7.595616	
43.7	50			1.3	13.8							9.6	11.186151		
43.7		50		1.3		3.4						9.6		11.554973	
43.7		30.635592		1.3		3.3						9.6		10.414695	
32.5	50			2.9	9.400001							8.8	8.391305		
32.5		50		2.9		2.2						8.8		8.742576	
32.5		33.94466		2.9		3.4						8.8		7.2933164	
41.2	50			11.1	11.400001							16.9	11.870817		
41.2		50		11.1		10.8						16.9		12.4208145	
41.2		44.467125		11.1		10.7						16.9		11.132004	
28.4	50			11	18							9.8	6.6939387		
28.4		50		11		16.6						9.8		6.4180174	
28.4		21.007072		11		17.5						9.8		5.373225	
14.5	50			0.8	3.8			10.7	9.193			5.7	2.5590432		
14.5		50		0.8		1.5		10.7		9.1295		5.7		4.8361187	
14.5		44.130863		0.8		1.7		10.7		8.49325		5.7		3.0446916	
47.9	50			2	18.300001							14.6	10.341166		
47.9		50		2		1.7						14.6		9.95464	
47.9		44.548748		2		2						14.6		8.8469095	
22.5	130.04625			1.1	1.4							8.6	7.4969583		
22.5		49.07712		1.1		1.4						8.6		8.622364	
22.5		172.74051		1.1		1.4						8.6		8.030969	
21.1	233.40228			1	1.8000001							9.8	6.4674015		
21.1		248.48843		1		1.5						9.8		7.0191035	
21.1		39.30311		1		1.4						9.8		6.2917113	
11.6	50			0.9	7							5.8	2.1740043		
11.6		17.160252		0.9		1.7						5.8		3.6814396	
11.6		27.89696		0.9		3.9						5.8		2.6456537	
45.7	34.307358			1.3	1.4							9.9	9.801647		
45.7		71.40382		1.3		1.4						9.9		10.053342	
45.7		34.48435		1.3		1.5						9.9		9.431783	
52	50			1.2	1.6							14.2	11.993188		
52		20.558218		1.2		1.6						14.2		12.01822	
52		27.681595		1.2		1.4						14.2		10.676559	
27.1	50			2.4	2.5							13.5	8.79861		
27.1		50		2.4		1.7						13.5		9.082024	
27.1		33.282127		2.4		2.1000001						13.5		8.4247265	
23.6	50			1.8	4.7000003							12.9	7.6609454		
23.6		50		1.8		2.8						12.9		8.074338	
23.6		50		1.8		1.8000001						12.9		7.3176465	
18	50			1.6	1.7							10.3	8.798917		
18		343.28314		1.6		1.6						10.3		8.999101	
18		50		1.6		1.4						10.3		7.485808	
38.1	50			3.2	3							13.8	11.416807		
38.1		50		3.2		2.6000001						13.8		11.5890255	
38.1		32.18615		3.2		2.8						13.8		10.935093	
9.7	50			1.3	0			10	10.17			6.2	1.022507		
9.7		50		1.3		2		10		10.139999		6.2		4.183578	
9.7		16.703915		1.3		3.3		10		9.6765		6.2		3.3769224	
21.3	50			2.2	3.2							12.6	6.1174884		
21.3		27.041159		2.2		1.7						12.6		7.1432295	
21.3		14.136876		2.2		1.9						12.6		6.663346	
75.6	50			4.7	5							14	13.443568		
75.6		35.330235		4.7		2.3						14		13.593015	
75.6		57.396145		4.7		2.4						14		12.3473	
10.2	69.16553			1.1	1.9			12.5	15.067999			6	3.8997192		
10.2		38.15487		1.1		1.4		12.5		14.1449995		6		4.2908244	
10.2		45.673008		1.1		1.5		12.5		14.290251		6		3.152605	
24	50			6.8	9.8							7.6	7.724428		
24		50		6.8		9.7						7.6		8.213615	
24		19.64942		6.8		9.400001						7.6		6.452063	
21	50			4.5	8.6							8.7	6.700972		
21		45.347874		4.5		7.5						8.7		7.4685946	
21		41.37124		4.5		7.4						8.7		6.483882	
25.7	50			8.6	12.1							7.3	6.985479		
25.7		50		8.6		9.1						7.3		7.6430564	
25.7		50		8.6		9.900001						7.3		6.430145	
26.3	50			1.3	2.8							8.6	7.384316		
26.3		50		1.3		1.7						8.6		7.053496	
26.3		16.394815		1.3		1.9						8.6		6.4161596	
18.5	50			1.6	2.7							6.7	5.7527423		
18.5		50		1.6		2.6000001						6.7		6.1433563	
18.5		50		1.6		1.7						6.7		5.571072	
18.3	50			2	8.900001							4.2	3.186688		
18.3		27.991632		2		1.6						4.2		3.1627212	
18.3		21.125046		2		2.6000001						4.2		2.6816208	
10.2	43.326675			1.3	2.9			8.7	8.846			7.7	3.429469		
10.2		33.602715		1.3		1.8000001		8.7		10.3575		7.7		4.271201	
10.2		21.096651		1.3		2.9		8.7		11.00025		7.7		3.7749262	
18.6	50			1.2	8.400001							10.8	4.586453		
18.6		16.827604		1.2		1.4						10.8		5.1063347	
18.6		44.08811		1.2		4.3						10.8		3.939514	
53.7	50			12.4	12.1							18.9	15.424288		
53.7		50		12.4		6.8						18.9		15.225777	
53.7		33.604404		12.4		7.8						18.9		14.4052305	
42.8	50			1.1	5.9							14.4	12.210844		
42.8			28.703175	1.1			1.5					14.4			43.768044
42.8		50		1.1		1.8000001						14.4		13.016776	
42.8		25.404024		1.1		4.2000003						14.4		11.452195	
20.5	50			0.6	4							12.4	7.5873632		
20.5		65.63913		0.6		4.2000003						12.4		8.33244	
20.5		18.665071		0.6		6.4						12.4		7.762201	
13	50			1.2	5.1							12.1	4.7907853		
13		19.173359		1.2		1.5						12.1		6.6654916	
13		24.988613		1.2		4.4						12.1		5.8716717	
10	64.890495			1.1	7.2000003			13.6	13.933			4.9	1.9689574		
10		35.13456		1.1		3.6000001		13.6		14.176499		4.9		2.8013263	
10		24.241938		1.1		2.3		13.6		13.46225		4.9		2.2975512	
6.9	50			0.6	5			6.2	7.275			5.3	1.8736949		
6.9		50		0.6		2.9		6.2		7.7205		5.3		3.0357049	
6.9		50		0.6		5.3		6.2		7.5274997		5.3		2.8841739	
16.6	50			2.4	9.400001							9.7	5.478052		
16.6		11.929139		2.4		6.7000003						9.7		5.803226	
16.6		13.972733		2.4		7.1						9.7		4.479313	
9.9	50			1.4	7.9			11.1	11.672			6.5	1.6157591		
9.9		51.171677		1.4		4.9		11.1		11.5575		6.5		3.085324	
9.9		31.53994		1.4		5.3		11.1		10.89175		6.5		2.7038577	
25.8	50			7.6	10.400001							6.4	7.301771		
25.8		50		7.6		7.6						6.4		7.4931674	
25.8		31.589334		7.6		8						6.4		6.087234	
30.2	50			5.5	8.8							10.9	8.854465		
30.2		50		5.5		8.2						10.9		8.983165	
30.2		17.513678		5.5		9						10.9		8.06182	
42.3	50			7.1	10							11.9	11.07698		
42.3		50		7.1		7.4						11.9		12.022147	
42.3		28.27884		7.1		8.400001						11.9		10.171695	
35.8	50			12.2	15							13.4	10.419614		
35.8		50		12.2		13.900001						13.4		10.733616	
35.8		25.740433		12.2		14.6						13.4		9.503487	
11.6	50			5.2	4.2000003			8.8	8.85			8	4.90076		
11.6		50		5.2		3.8		8.8		8.814		8		6.366416	
11.6		13.960346		5.2		4.7000003		8.8		8.76		8		4.9709663	
15.2	50			1	11							9.2	5.78454		
15.2		21.633097		1		2.5						9.2		6.1201963	
15.2		19.569683		1		6.5						9.2		5.3032293	
38.2	50			4.7	8.7							12.2	9.021908		
38.2		50		4.7		4.1						12.2		9.225897	
38.2		35.590424		4.7		6.7000003						12.2		8.068747	
27.2	50			10.1	15.3							6.8	5.4802065		
27.2		50		10.1		12.1						6.8		6.3407807	
27.2		23.10984		10.1		14.7						6.8		5.8013754	
26.4	50			3.5	16.5							7.5	7.174061		
26.4		50		3.5		12.5						7.5		6.7579575	
26.4		20.365068		3.5		15.5						7.5		5.6541495	
23.4	50			3	16.1							7.6	5.6896486		
23.4		50		3		12.6						7.6		5.091008	
23.4		15.509385		3		12.7						7.6		3.9613724	
18.7	50			1.1	3.8							7.3	4.6801357		
18.7		20.517853		1.1		2.5						7.3		4.5965204	
18.7		24.219519		1.1		3						7.3		3.625857	
20.2	50			1.5	15.400001							6.8	5.900185		
20.2		33.207085		1.5		1.4						6.8		5.6201687	
20.2		20.112135		1.5		1.5						6.8		4.2424946	
21.7	50			8.8	12.400001							8.6	5.8765836		
21.7		50		8.8		12.2						8.6		5.8636756	
21.7		21.541698		8.8		12.6						8.6		4.7046537	
6	50			1.8	0			7.7	7.284			4.2	1.3656117		
6		29.409859		1.8		1.4		7.7		7.1215		4.2		2.9313004	
6		50		1.8		3.8		7.7		6.78425		4.2		2.0519667	
9.5	50			0.9	0			15.9	11.580999			4.6	1.990608		
9.5		90.59491		0.9		1.9		15.9		10.953		4.6		2.7889013	
9.5		170.3768		0.9		0		15.9		11.8755		4.6		2.2007623	
11.5	32.38395			1	10.400001							3.2	2.2409065		
11.5		36.926533		1		3.4						3.2		3.3735538	
11.5		17.034853		1		3.9						3.2		2.4653385	
10	50			1.1	6.7000003			15.2	12.606			4.3	2.9876769		
10		50		1.1		6.4		15.2		12.4817505		4.3		3.7405503	
10		50		1.1		6.9		15.2		11.91		4.3		2.789349	
5.5	50			1.4	0			8.8	8.508			4.2	1.3362192		
5.5		50		1.4		0		8.8		8.20375		4.2		2.3373656	
5.5		50		1.4		5.8		8.8		8.78025		4.2		1.616534	
7.1	50			1.4	6.8			9.5	9.44			6.2	3.0551898		
7.1		24.096294		1.4		3.1000001		9.5		8.94975		6.2		3.6510048	
7.1		25.945293		1.4		3.5		9.5		8.32775		6.2		2.8390307	
5.1	50			1.1	1.4			5.4	5.462			3.9	2.425924		
5.1		50		1.1		1.4		5.4		5.7185		3.9		2.5780997	
5.1		50		1.1		1.9		5.4		5.7865		3.9		1.752334	
7	50			1.4	1.7			6.8	6.73			5.7	3.5829406		
7		50		1.4		1.4		6.8		6.0232496		5.7		4.07169	
7		50		1.4		1.9		6.8		6.2565		5.7		3.5499997	
20	50			1	6.2000003							5	4.434762		
20		21.089468		1		1.5						5		4.3781466	
20		13.081		1		5						5		3.5161006	
25.8	50			6.9	9.6							7.9	7.9636016		
25.8		50		6.9		7.4						7.9		8.246863	
25.8		24.352482		6.9		6.7000003						7.9		6.542451	
12.6	50			1.3	8.2			17.9	20.202			7.2	4.182823		
12.6		16.440798		1.3		5.3		17.9		19.2385		7.2		6.0202723	
12.6		11.49794		1.3		6		17.9		19.202751		7.2		4.1494555	
25.1	50			10.6	12.8							9.7	6.50138		
25.1		50		10.6		10.900001						9.7		6.524472	
25.1		19.296124		10.6		12						9.7		5.2743316	
43.7	50			6.7	10.5							13.5	11.322086		
43.7		50		6.7		7.9						13.5		11.109024	
43.7		34.287006		6.7		8.3						13.5		9.756612	
20.5	50			1.3	12.400001							6.6	5.8782063		
20.5		12.519958		1.3		6.1						6.6		5.468027	
20.5		10.301437		1.3		7.6						6.6		4.090226	
48.9	50			13.5	12.6							17.6	10.993886		
48.9		50		13.5		6.5						17.6		11.603593	
48.9		33.664707		13.5		6.8						17.6		10.92058	
13.5	50			1	1.7							2.2	4.8899336		
13.5		50		1		1.6						2.2		6.1940084	
13.5		50		1		2.2						2.2		5.167261	
14.7	50							15.2	16.942						
14.7		50						15.2		16.31775					
14.7		14.7964						15.2		16.01775					
18.4	50			2	10.3							7.9	3.9042084		
18.4		50		2		8.5						7.9		4.824397	
18.4		19.445957		2		5.5						7.9		3.6777139	
12.3	50			0.9	5.7000003			7.8	9.313			8.9	3.8352273		
12.3		50		0.9		2.7		7.8		8.837501		8.9		4.7821126	
12.3		30.943882		0.9		3		7.8		8.953		8.9		3.5571196	
20.3	50			1.3	1.5							11.2	3.657507		
20.3		16.07224		1.3		1.4						11.2		3.623584	
20.3		21.159946		1.3		1.4						11.2		2.6326227	
16.5	50			1.2	4.8							10.6	2.5791543		
16.5		50		1.2		4.5						10.6		2.7213683	
16.5		18.448053		1.2		4.8						10.6		1.9584446	
17.1	50			1.1	1.7							10.4	6.254103		
17.1		34.279316		1.1		1.5						10.4		6.9986405	
17.1		50		1.1		1.6						10.4		7.367104	
61.9	50			15.4	19.300001							10.9	11.2863		
61.9			51.302784	15.4			16.4					10.9			11.537744
61.9		50		15.4		17						10.9		12.040695	
61.9		42.820736		15.4		17						10.9		11.360382	
29.8	50			1.2	9.900001							8.3	6.395063		
29.8		30.046398		1.2		1.7						8.3		6.9628015	
29.8		26.982323		1.2		5.6						8.3		5.2404413	
27.2	50			1.6	7.1							9.8	6.689252		
27.2		26.487154		1.6		7.2000003						9.8		6.6347747	
27.2		22.966934		1.6		7.8						9.8		5.848495	
58.6	50			14.3	16.4							16	12.351751		
58.6		50		14.3		15.1						16		12.9758005	
58.6		30.124125		14.3		14.400001						16		11.588829	
62	50			5.6	10.400001							12.2	11.887968		
62			39.78033	5.6			3					12.2			16.18846
62		40.103645		5.6		5.6						12.2		12.484883	
62		41.41026		5.6		6.2000003						12.2		11.706349	
61.7	50			14.9	19.800001							13.4	12.531782		
61.7			40.58568	14.9			15.3					13.4			18.270664
61.7		50		14.9		15.900001						13.4		13.134153	
61.7		38.84412		14.9		17.300001						13.4		11.891696	
5.8	50			1.4	1.6							6.8	2.7749827		
5.8		19.913256		1.4		1.4						6.8		3.9324958	
5.8		50		1.4		1.5						6.8		3.4391737	
6.2	50			1	1.8000001			6.5	6.267			4.5	1.8877236		
6.2		31.39396		1		1.5		6.5		6.20225		4.5		2.5809207	
6.2		48.03712		1		1.6		6.5		5.88275		4.5		2.213081	
22.4	50			2.3	7.7000003							6.8	5.458696		
22.4		50		2.3		7.3						6.8		5.611473	
22.4		30.491615		2.3		8.1						6.8		4.881665	
32.4	50			11.4	13.7							12.7	8.772552		
32.4		50		11.4		3.1000001						12.7		8.578322	
32.4		19.638105		11.4		12.7						12.7		7.5510316	
21	50			3.3	11.900001							12.6	7.8531957		
21		50		3.3		9						12.6		9.111255	
21		6.379553		3.3		8.900001						12.6		7.8430758	
10.2	50			1.3	7.4			15.3	11.994			7	4.872074		
10.2		50		1.3		7.4		15.3		11.974		7		4.4838758	
10.2		21.712843		1.3		5.2000003		15.3		12.20675		7		3.2620332	
51.5	50			1.8	2.8							15.1	12.1500845		
51.5			35.905384	1.8			1.7					15.1			15.8970175
51.5		50		1.8		3						15.1		12.6532755	
51.5		34.896572		1.8		1.6						15.1		12.90046	
74.9	50			13.2	14							22.1	15.893407		
74.9			58.57419	13.2			9.900001					22.1			22.03533
74.9		21.982368		13.2		11.7						22.1		16.096872	
74.9		31.32347		13.2		10.6						22.1		15.807936	
6.8	50			4.3	5.6			10.4	9.137			4.3	2.3959322		
6.8		50		4.3		5		10.4		9.282749		4.3		2.7832046	
6.8		50		4.3		0		10.4		9.323501		4.3		1.9399472	
10.6	50							10.3	8.033						
10.6		50						10.3		8.09375					
10.6		50						10.3		8.863501					
12.9	50			4.2	7.7000003							5.9	4.9056945		
12.9		50		4.2		7.6						5.9		5.190926	
12.9		15.855644		4.2		7.9						5.9		3.8688805	
11.6	50			5.7	6.8							6.6	4.221965		
11.6		50		5.7		6.5						6.6		4.3596764	
11.6		50		5.7		7.1						6.6		3.0314028	
13	50			6.3	6.6							6.3	3.1953912		
13		50		6.3		6.2000003						6.3		4.0751495	
13		12.804428		6.3		5.9						6.3		3.1773484	
15.6	50			2.1	3.3							5.8	5.511776		
15.6		50		2.1		4.5						5.8		5.377579	
15.6		50		2.1		5						5.8		4.321015	
26.2	50			6.2	5.9							10.4	7.5091605		
26.2		50		6.2		5.8						10.4		7.652533	
26.2		34.71363		6.2		6.5						10.4		6.464771	
17.5	50			5.7	4.4							10.3	4.841654		
17.5		50		5.7		4.3						10.3		5.721181	
17.5		50		5.7		5.3						10.3		4.784708	
21.4	50			5.6	4							9.8	6.2391624		
21.4		50		5.6		3.8						9.8		6.0556684	
21.4		13.87004		5.6		5.1						9.8		5.5634923	
28	50			6.9	6.5							10.3	7.2849336		
28		50		6.9		6.5						10.3		7.3941774	
28		26.793549		6.9		7.6						10.3		6.042433	
9.6	50			5.7	7							4.6	3.287594		
9.6		50		5.7		6.9						4.6		3.4018219	
9.6		50		5.7		7.1						4.6		2.8104556	
11.8	50			5.4	6.5							4.7	3.6464107		
11.8		50		5.4		5.6						4.7		3.7749975	
11.8		50		5.4		6.1						4.7		2.616355	
22.7	50			3.5	6.2000003							7.8	8.051052		
22.7		50		3.5		5.6						7.8		7.8907514	
22.7		23.333797		3.5		4.8						7.8		6.5711193	
27	50			5.6	5.5							7.7	6.77861		
27		50		5.6		5.2000003						7.7		6.500144	
27		17.35204		5.6		5.5						7.7		5.4742703	
17.1	50			5.7	6.6							5.1	4.715381		
17.1		50		5.7		6.4						5.1		4.610186	
17.1		50		5.7		5.9						5.1		3.794701	
20.8	50			3.3	7.4							7.5	5.6232877		
20.8		50		3.3		6						7.5		5.184279	
20.8		16.223776		3.3		7.3						7.5		3.9923358	
20.3	50			6.5	4.4							7.8	4.7865715		
20.3		50		6.5		4.4						7.8		5.3719487	
20.3		17.023478		6.5		5						7.8		4.2490783	
16.8	50			6.7	7.4							6.6	4.8473		
16.8		50		6.7		7.4						6.6		4.4745092	
16.8		16.030901		6.7		7.5						6.6		3.682388	
16.2	50			6.1	5.8							7.1	6.241346		
16.2		50		6.1		5.7000003						7.1		6.471947	
16.2		50		6.1		6.4						7.1		5.237787	
40	50			13.8	19.2							7.8	6.5405574		
40		17.2133		13.8		1.9						7.8		6.0874305	
40		24.42385		13.8		13.7						7.8		5.410337	
42.1	50			5.7	19.7							6	8.106918		
42.1		44.299896		5.7		14						6		7.532689	
42.1		33.361816		5.7		20.2						6		6.9859548	
68.1	50			32.4	16.800001							8.8	9.416179		
68.1		50		32.4		3.5						8.8		9.648991	
68.1		45.59581		32.4		4.4						8.8		9.595369	
36.9	50			1.8	6.1							7	5.400382		
36.9		15.700582		1.8		3.3						7		5.387821	
36.9		29.257769		1.8		5.4						7		4.7124233	
77.7	50			19.1	20.5							9.6	11.444275		
77.7		143.08524		19.1		20.300001						9.6		10.896841	
77.7		53.894062		19.1		21.5						9.6		10.348089	
85.7	50			19.8	18.2							13	8.787622		
85.7		50		19.8		1.8000001						13		9.009218	
85.7		30.238771		19.8		17.9						13		8.02133	
61.3	50			26.9	21.6							9.4	9.6017275		
61.3		50		26.9		8.8						9.4		9.39443	
61.3		46.326286		26.9		25.6						9.4		8.5101795	
54.2	50			26.5	22.300001							10.9	9.031982		
54.2		7.020904		26.5		20.6						10.9		8.909567	
54.2		36.96478		26.5		20.6						10.9		8.208279	
35.7	50			1.3	20.800001							7.7	7.0039563		
35.7		26.244726		1.3		2.7						7.7		6.865284	
35.7		24.20195		1.3		21.1						7.7		6.100375	
63.3	50			8	7.9							12.5	10.588179		
63.3		30.792002		8		6						12.5		10.706798	
63.3		37.817635		8		7						12.5		10.012968	
54.5	50			18.8	18							9.1	8.75205		
54.5		50		18.8		14.7						9.1		8.738219	
54.5		28.147444		18.8		14.3						9.1		8.236192	
38.3	50			10.9	11.900001							6.1	7.017408		
38.3		21.552702		10.9		10.5						6.1		6.532732	
38.3		24.629333		10.9		12.6						6.1		5.6961007	
37.2	50			4.8	5.7000003							6.9	6.354021		
37.2		13.322263		4.8		4.3						6.9		5.8555903	
37.2		35.49338		4.8		4.1						6.9		5.246904	
36.8	50			6.5	10.900001							5.8	5.818156		
36.8		27.443382		6.5		7.8						5.8		5.7913003	
36.8		22.471247		6.5		8.2						5.8		5.12993	
42.5	50			4.8	15.1							7.1	6.944306		
42.5		15.156499		4.8		7.9						7.1		6.512167	
42.5		23.15207		4.8		15						7.1		5.651648	
49.8	50			19	15.1							6.3	7.8230743		
49.8		54.280273		19		12.1						6.3		7.0788302	
49.8		36.490517		19		18.9						6.3		6.161003	
42.9	50			8.3	15.3							8	6.3860245		
42.9		50		8.3		6.5						8		6.081644	
42.9		36.530487		8.3		7.4						8		4.99553	
43.1	50			11.6	11.8							6.8	6.8884535		
43.1		6.829392		11.6		11.400001						6.8		6.6121683	
43.1		22.307915		11.6		12						6.8		6.020386	
30.8	50			5.8	16.5							6.4	4.7024875		
30.8		50		5.8		16.2						6.4		4.365527	
30.8		18.380213		5.8		16.6						6.4		3.5838614	
28.7	50			5.2	20							6	5.0161424		
28.7		50		5.2		5.2000003						6		5.192084	
28.7		26.362123		5.2		4.8						6		4.682095	
11	50			1.2	1.5			9.7	10.061001			4	3.2108212		
11		133.15399		1.2		1.5		9.7		9.9045		4		3.829605	
11		39.294624		1.2		1.4		9.7		9.40075		4		3.0875475	
16.5	50			1.8	0										
16.5		50		1.8		1.8000001									
16.5		20.851458		1.8		0									
67.8	25.42625			15.5	17.9							9.4	9.029851		
67.8		50		15.5		8.8						9.4		8.39004	
67.8		60.503036		15.5		22.2						9.4		7.6525607	
70.7	50			10.3	22.2							7.1	7.89022		
70.7		50		10.3		10.7						7.1		7.4359994	
70.7		49.34153		10.3		21.6						7.1		6.4660273	
60.2	50			32	14.5							10.8	7.187632		
60.2		50		32		7.4						10.8		7.6805034	
60.2		44.460503		32		14.5						10.8		6.113648	
42.4	50							26.8	23.555						
42.4		50						26.8		23					
42.4		24.962791						26.8		22.947248					
58.8	50			18.4	20.5							9.2	8.449373		
58.8		50		18.4		14.400001						9.2		8.623892	
58.8		30.619886		18.4		22						9.2		7.6732836	
49.1	50			6.1	16							10.6	11.438939		
49.1		49.627186		6.1		8.400001						10.6		11.085946	
49.1		22.666504		6.1		6.4						10.6		10.466585	
54.6	50			11.4	21.6							8.4	8.66358		
54.6		37.55126		11.4		10.6						8.4		8.078138	
54.6		23.194109		11.4		11.5						8.4		7.5590496	
54.5	50			6.9	5.9							8.4	7.963509		
54.5		27.770737		6.9		6						8.4		7.79319	
54.5		32.944046		6.9		6						8.4		7.279014	
49.4	50			7.8	6.6							9.4	9.163612		
49.4		50		7.8		2.8						9.4		9.154095	
49.4		29.012281		7.8		2.6000001						9.4		8.238686	
42.3	50			1.1	13.3							8	7.790234		
42.3		21.515882		1.1		1.9						8		7.8779125	
42.3		30.161634		1.1		13.1						8		6.808473	
67.4	50			6.7	10							9.8	9.842789		
67.4		22.396173		6.7		9.7						9.8		9.755462	
67.4		34.474693		6.7		10.1						9.8		9.101442	
43.9	50			3.3	6.2000003							6.3	6.0686307		
43.9		50		3.3		2.1000001						6.3		6.3586054	
43.9		28.016407		3.3		6.5						6.3		5.8875175	
45.9	50			9.1	13.8							8	7.5075006		
45.9		50.399506		9.1		1.5						8		7.245588	
45.9		38.78471		9.1		1.8000001						8		6.39984	
40	50			12.2	16.7							5.8	5.7176046		
40		32.524616		12.2		1.5						5.8		5.7587304	
40		39.94939		12.2		17.6						5.8		4.738874	
58.4	50			1.7	7.4							7.6	7.6982846		
58.4		25.207615		1.7		2.1000001						7.6		7.281683	
58.4		31.426281		1.7		6.2000003						7.6		6.632747	
44.7	50			8.5	21.9							13.3	7.2393746		
44.7		23.978071		8.5		17.2						13.3		6.947781	
44.7		33.40384		8.5		17.4						13.3		6.234141	
61.8	50			14.8	4.4							11.1	10.08464		
61.8		29.02388		14.8		4.1						11.1		9.694146	
61.8		48.46205		14.8		21.4						11.1		8.958175	
43.6	50			12.5	16.7							6.8	6.1011615		
43.6		24.29034		12.5		12.3						6.8		5.837298	
43.6		24.637722		12.5		16.9						6.8		4.959185	
30	50			7.3	19.4							7.2	7.5557394		
30		50		7.3		19.2						7.2		7.478954	
30		27.453876		7.3		18.2						7.2		6.032278	
56.3	50			5.3	16.5							9.1	7.991243		
56.3		36.970024		5.3		4.3						9.1		7.637428	
56.3		34.52137		5.3		4.6						9.1		6.8696346	
75.9	50			7.5	18.300001							12.6	11.094376		
75.9		40.85421		7.5		15.1						12.6		11.347302	
75.9		63.875473		7.5		16.9						12.6		10.023568	
53	50			9.9	9.5							8.9	7.1687145		
53		27.924707		9.9		1.7						8.9		6.681478	
53		50.5974		9.9		9.400001						8.9		5.869482	
53.9	50			19.2	24.6							8.6	7.889514		
53.9		25.159883		19.2		21						8.6		7.9739575	
53.9		42.539986		19.2		21.2						8.6		7.070476	
46.2	50			1.2	3.5							8.3	6.8530445		
46.2		14.6506815		1.2		2.9						8.3		7.1517625	
46.2		43.882774		1.2		12.3						8.3		6.2529397	
74.9	50			14.3	19.6							11.9	10.323518		
74.9		50		14.3		13						11.9		10.129386	
74.9		59.804577		14.3		13.3						11.9		9.185846	
48.7	50			13	15							9.7	8.0772		
48.7		50		13		14.400001						9.7		8.118845	
48.7		37.937565		13		14.7						9.7		7.6743174	
60.8	50			8	14.8							9.6	9.464752		
60.8		29.09929		8		3.4						9.6		9.384906	
60.8		43.856014		8		8.2						9.6		8.275934	
61.5	50			2.1	10.400001							10.8	10.520583		
61.5		28.954304		2.1		1.4						10.8		11.072012	
61.5		35.364132		2.1		1.6						10.8		9.663205	
48.8	53.294296			1.8	1.5							8.8	8.191048		
48.8		334.43097		1.8		10						8.8		8.3430395	
48.8		40.55741		1.8		2.1000001						8.8		7.3884244	
37.4	50			1.7	2.9							11.3	6.734604		
37.4		50		1.7		1.6						11.3		7.165077	
37.4		22.632494		1.7		2.3						11.3		7.0173545	
45.3	50			1	14.1							10.9	9.909024		
45.3		43.042774		1		2.5						10.9		10.036683	
45.3		32.68105		1		3.4						10.9		8.7617035	
45.6	50			1.7	2.8							12.7	9.742577		
45.6		10.719265		1.7		2.3						12.7		9.719946	
45.6		45.737984		1.7		2.5						12.7		9.01954	
34.2	50			1.3	12.3							8.9	7.8038177		
34.2		12.531474		1.3		3						8.9		7.934294	
34.2		24.006971		1.3		7						8.9		6.8996487	
56.3	19.748426			1.5	4.9							9.2	8.717873		
56.3		50		1.5		1.7						9.2		8.315148	
56.3		45.6717		1.5		1.5						9.2		7.3712626	
36.4	50			2.2	17.6							6.7	7.131743		
36.4		50		2.2		10.6						6.7		6.647397	
36.4		23.01741		2.2		12.1						6.7		5.43961	
61.1	50			1.3	9.6							10	9.430412		
61.1		27.444178		1.3		3.1000001						10		9.384956	
61.1		46.334137		1.3		3.8						10		8.416048	
40.1	50			1	4.5							10.3	7.817779		
40.1		50		1		5.7000003						10.3		8.160733	
40.1		26.251835		1		5.3						10.3		7.4408746	
11	50														
11		31.712835													
11		17.338799													
41.3	24.061478			1.1	1.5							11.8	8.607169		
41.3		364.55295		1.1		2.6000001						11.8		8.935467	
41.3		22.42276		1.1		1.4						11.8		8.531976	
46.6	50			2.3	1.5							10.1	8.508215		
46.6		133.07977		2.3		4.9						10.1		8.757618	
46.6		36.349915		2.3		1.5						10.1		8.450083	
45.4	50			7.9	5.9							10.2	10.339383		
45.4		41.777794		7.9		1.7						10.2		10.761171	
45.4		36.980724		7.9		1.6						10.2		9.338693	
55	50			8.5	19							15.8	11.318583		
55		50		8.5		11						15.8		10.681313	
55		30.935673		8.5		14.5						15.8		9.826747	
50.3	50			8.5	8.1							14.5	9.74204		
50.3		21.053629		8.5		2.8						14.5		9.016717	
50.3		22.085583		8.5		16.2						14.5		7.694404	
43	50			16	3.3							6.3	8.452452		
43		22.956776		16		2.5						6.3		7.9246407	
43		33.91085		16		3						6.3		6.8636527	
34.2	50			23.8	21.1							12.8	5.8598		
34.2		50		23.8		14.400001						12.8		5.583356	
34.2		25.771645		23.8		22.6						12.8		4.1439624	
34.4	50			4.6	2.6000001							9.2	7.159778		
34.4		50		4.6		2.2						9.2		7.3017364	
34.4		18.239264		4.6		2.6000001						9.2		6.0185146	
46.1	50			16.6	22.6							11.4	10.327128		
46.1		50		16.6		21.2						11.4		9.919006	
